transit,proximity_score,access,street,neighbourhood,city,state,zipcode,market,smart_location,country_code,country,ZRENT,cost_property,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_score,amenities,square_feet,price,yearly_price,ROI,weekly_price,monthly_price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_communication,review_scores_location,pets,first_review,apartment_age
,,,"Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,000.00",935529,30.24754,-97.75855,House,Private room,3,1,2,3,36,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",,120,43800,-53.18156893,725,,200,35,11,22,40,315,100,10,10,1,14-03-2012,2012
,,,"Austin, TX, United States",West Congress,Austin,TX,78745,Austin,"Austin, TX",US,United States,"1,500.00",200000,30.20962,-97.77531,House,Entire home/apt,9,2,3,5,21,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_50""}",,240,87600,338,,,150,,0,0,0,0,99,,,0,13-04-2015,2015
"Walk to convention center, Rainey, East 6th St., Ladybird lake hike and bike trail. Bus stop right across the street for longer trips. Some groups have rented bicycles from local businesses and had them delivered to the house. There is a gated carport to keep bikes.",2,"The whole house is available. As this is our home, the closets and dressers will have our clothes, but we will designate space for you.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,850.00",597514,30.2537,-97.73116,House,Entire home/apt,5,2,3,5,24,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",,450,164250,174.8889566,,4250,600,100,7,9,9,9,100,10,10,0,14-03-2013,2013
"There are a few bus stops within blocks, but we walk most everywhere. A cab ride down to bars/downtown is around a mile.",3,"Internet, premium cable, fresh ground coffee, and breakfast items such as bagels, yogurt, or any special requests!","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,462.00",237819,30.25185,-97.73104,House,Entire home/apt,4,1,1,1,35,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",,120,43800,84.1736783,,,,30,4,16,31,288,98,10,10,0,20-03-2012,2012
There is a major metro park and ride .5 mile from house.,2,"Laundry,  Kitchen, Dining Room and a  covered front porch and a stunning backyard pool.  Our outdoor spaces are our favorite rooms of this house.  We are happy to share cooking containers, gas grill, our coolers, bike, etc.  If it's in the kitchen or garage you can borrow it!  We've even rented our truck to interns who came in without a car.","Austin, TX, United States",Angus Valley,Austin,TX,78759,Austin,"Austin, TX",US,United States,"2,200.00",556007,30.41699,-97.7544,House,Private room,1,1,1,1,26,"{Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed""}",,34,12410,-77.68013712,,,300,60,0,0,0,250,100,10,10,0,16-08-2018,2018
,,,"Austin, TX, United States",Holly,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,515.00",,30.2582,-97.72019,House,Entire home/apt,3,,2,1,11,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Cat(s),Heating}",800,400,146000,#DIV/0!,,,,,0,0,0,0,,,,1,,
Bus:  2 Line from Oak Springs Drive & Springdale (approx. 1/2 mile walk from the house to the bus stop)   Runs every 30 minutes 17 Line from Lyons & Springdale (approx. .75 mile walk from house)  Runs every 15 minutes Lots of Cars to Go parked in our neighborhood also.  Uber and Lyft have been good experiences for our guests.,2,*Extras .  outdoor grill .  fire pit available .  outdoor basketball net  .  full playground and toddler playscape .  sand and water table .  adirondack chairs for hanging out .  plenty of comfortable seating on a large wooden deck *Pack n' Play with sheets can be set up for 10/night.,"Austin, TX, United States",MLK & 183,Austin,TX,78721,Austin,"Austin, TX",US,United States,"1,700.00",317807,30.26912,-97.68767,House,Entire home/apt,4,1,1,1,37,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other,""Shower gel"",""Trash can""}",,79,28835,-9.268832971,515,,200,35,27,55,85,360,98,10,10,0,17-03-2012,2012
Two blocks to #6 bus route,2,Outdoor areas are shared with me and my son,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"2,800.00",466713,30.27452,-97.72249,Apartment,Entire home/apt,2,1,0,1,18,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""24-hour check-in"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics""}",,35,12775,-72.62771768,,900,0,95,0,0,19,224,99,10,10,0,19-03-2012,2012
,,,"Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,150.00",690532,30.25035,-97.75722,House,Entire home/apt,4,2,2,2,16,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",Essentials,""Coffee maker"",""Dishes and silverware""}",,370,135050,95.57384741,,,1000,90,30,53,83,358,98,10,10,0,12-03-2014,2014
"Nearby pedicabs, electric cabs, bus stops & Bike Rentals!",2,Entire apartment.,"Austin, TX, United States",Downtown,Austin,TX,78701,Austin,"Austin, TX",US,United States,"2,564.00",707713,30.27105,-97.74933,Apartment,Entire home/apt,6,1,2,3,22,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",950,299,109135,54.20799109,3550,,300,100,6,32,54,54,88,10,10,1,19-03-2012,2012
"There are numerous bus stops lining South Congress Avenue, which you can easily walk to, that will take you directly downtown or wherever you would like to go in Austin and surrounding areas. You can also easily order a Uber,Lyft, or cab as well.",3,"You will have full access to the entire home, front and back yard patios as well as the multi-car driveway for safe off street parking.","Austin, TX, United States",Travis Heights,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,095.00",713743,30.24547,-97.74739,House,Entire home/apt,6,2,3,3,49,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Ceiling fan"",Printer,Netflix,""Pillow-top mattress"",""En suite bathroom"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",,295,107675,50.85962314,,,1000,140,11,17,17,244,100,10,10,0,17-03-2013,2013
Bus in front of my house. Walk to some of the best restaurants in Austin.,3,"Laundry room, picnic table, charcoal grill","Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,800.00",1310331,30.24836,-97.76186,Bungalow,Entire home/apt,6,1,2,3,43,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Outlet covers"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",,165,60225,-54.03833077,,,500,90,18,38,65,323,98,10,10,1,30-04-2012,2012
Our house is close to several bus lines and within reach of pedicabs!,3,Guests will have access to the entire house.  No areas within the main house are off limits,"Austin, TX, United States",Holly,Austin,TX,78702,Austin,"Austin, TX",US,United States,"2,100.00",532939,30.25462,-97.72125,House,Entire home/apt,6,3,4,5,10,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly""}",,750,273750,413.6610381,,,900,200,26,56,86,361,98,10,10,0,13-03-2013,2013
,,Full house with stocked kitchen. Washer/dryer. DVD collection.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,700.00",284869,30.26487,-97.71649,House,Entire home/apt,4,1,2,3,15,"{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Iron}",,125,45625,60.16133732,,,,,3,8,10,10,98,10,10,1,19-03-2012,2012
"As I have stated, my house is walking distance from anything you may need.  We also have a bus stop on the corner of Congress & Live Oak.  Taxi, Uber, Bike Rentals, Scooter Rentals... many ways to get around if you are carless.",4,You will be given keys & a place to park…make yourselves at home!,"Austin, TX, United States",Travis Heights,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,495.00",701455,30.23618,-97.74439,House,Entire home/apt,8,2.5,3,3,41,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",,430,156950,123.749207,,,1000,100,26,53,83,169,100,10,10,0,17-03-2012,2012
"One block east of IH35 and a FIVE MINUTE WALK to downtown proper. We are .05 miles from Stubbs/Red River, 1 mile to the convention center. We are 1 block away from the happening 11th Street area with the trendy Quikie Pickie, Blue Dahlia Bistro, Old Thousand Chinese Restaurant and of course, the famous  Franklin BBQ around the corner that you don't want to miss.",4,"The entire home, front and back yard is available. One parking space is available in the alley behind my house. There is street parking as well, but not always guaranteed.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,450.00",,30.26992,-97.73093,House,Entire home/apt,6,1.5,2,2,36,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other}",1225,125,45625,#DIV/0!,,,500,75,0,2,2,2,97,10,10,1,18-05-2016,2016
,,,"Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,650.00",,30.2521,-97.76163,House,Entire home/apt,6,1,2,2,13,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Suitable for events"",Washer,Dryer}",,600,219000,#DIV/0!,,,500,250,0,0,0,0,100,10,10,1,18-03-2012,2012
,,"All guests will have private access to the entire cabana and fenced in back yard along with porch with swing, front yard and a shared outdoor siting area in front.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,462.00",237819,30.27875,-97.72359,House,Entire home/apt,4,1,1,1,36,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",Other}",,125,45625,91.84758156,,,195,60,4,18,44,306,97,10,10,0,18-03-2012,2012
"there are several bus routes connected this neighborhood. Walkable. Somewhat Close to Lady Bird Lake , close to Mozart’s coffee on the lake, and very close to the vegan gastropub Beer Plant and Howson Library.",3,You will have access to the wifi and the back yard living space. Includes pool in the summer,"Austin, TX, United States",Tarrytown,Austin,TX,78703,Austin,"Austin, TX",US,United States,"4,600.00",1496921,30.29933,-97.77637,Guest suite,Private room,1,1,1,1,19,"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Garden or backyard""}",,59,21535,-85.61380327,325,875,0,28,3,9,9,9,92,10,10,0,15-09-2013,2013
,,,"Austin, TX, United States",,Austin,TX,78754,Austin,"Austin, TX",US,United States,,,30.33179,-97.64911,House,Private room,2,1,1,1,9,"{""Cable TV"",""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor fireplace"",Heating}",,75,27375,#DIV/0!,,,200,20,0,0,0,0,,,,1,,
"Austin now has scooters all around our area of town.  We also have, Uber, Lift and taxi service depending on your preference. Walking is our favorite mode of transportation.  We are a 15 minute walk to S. Congress and 45 minutes to the Capitol.   Buses are also available on South Congress.   If you have a car, please park in the alley at the entrance to the apartment.",3,Guest can access apartment thru private patio.,"Austin, TX, United States",Travis Heights,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,850.00",887145,30.23846,-97.74613,Apartment,Entire home/apt,2,1,1,1,38,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Baby bath"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",460,58,21170,-76.13693365,700,1200,400,50,0,0,0,232,96,10,10,0,15-03-2012,2012
"1.8 miles from the Austin Convention Center, 2 blocks from the bus stop.  5-10 rideshare ride DT depending on the area of DT that you are going.  Austin is also a car2go and bike share city.",4,"Guests will have access to the entire house. The city of Austin has very strict short term rental rules, which prevent more than 6 people from being outside at a time.  While there is a back yard it isn't supposed to be used as a courtesy to our neighbors.  Instead there is a side deck available for use.","Austin, TX, United States",Travis Heights,Austin,TX,78704,Austin,"Austin, TX",US,United States,"4,000.00",1457026,30.24336,-97.75152,House,Entire home/apt,10,3.5,4,5,32,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home""}",2500,675,246375,69.09444306,,,1000,135,13,25,41,287,98,10,10,1,12-03-2014,2014
,,,"Austin, TX, United States",Westlake Hills,Austin,TX,78746,Austin,"Austin, TX",US,United States,"1,575.00",,30.34442,-97.80005,Apartment,Entire home/apt,2,,2,1,18,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer/Dryer,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer}",1000,225,82125,#DIV/0!,1500,,500,75,0,0,0,0,80,10,10,0,15-03-2012,2012
"The # 5 bus is in front of my house. Walking distance to some of Austin's best restaurants, nightlife and activities. Biking is very easy. Some of the best urban trails in Tx.",4,Laundry room Shared picnic table Charcoal grill Wash and dryer 1/2 of the driveway,"Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,700.00",708108,30.24782,-97.76294,Guesthouse,Entire home/apt,5,1,1,2,64,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",""Pack ’n Play/travel crib"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""Wide entryway"",Other,""Handheld shower head"",""Ceiling fan"",""Smart TV"",Hammock,""Fire pit"",""Day bed"",Netflix,""HBO GO"",""Pillow-top mattress"",""Memory foam mattress"",""Outdoor parking"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",,129,47085,-33.50590588,,,350,60,12,33,60,322,98,10,10,1,14-03-2012,2012
,,,"Austin, TX, United States",South Lamar,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,600.00",,30.24515,-97.77143,House,Entire home/apt,4,2.5,2,2,14,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""translation missing: en.hosting_amenity_50""}",1850,300,109500,#DIV/0!,,,200,125,0,0,0,0,100,10,10,1,14-03-2013,2013
"We are four blocks from a metro rail stop, and there are several bus lines from one block to three blocks away.  There's a B-cycle bike rental stand two blocks away.  We are in the car2go zone as well.  Uber/Lyft don't work in Austin, but RideAustin and Fasten and Ride do.",3,Entire property other than shed in back yard and two closets in house.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"2,600.00",801368,30.25859,-97.72983,House,Entire home/apt,4,2.5,3,3,24,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,908,331420,313.5677991,,,,100,0,0,0,0,100,10,10,1,13-03-2013,2013
"* Walk! Just walk to East 6th st if you want to eat and drink.  Whisler's is probably your first stop. * Bird and Lime scooters are everywhere for rent, even in our neighborhood. * Uber & Lyft * Bus and Rail - Capital Metro * Car2Go - several may be parked 1 block away * Bcycle Bike Share - only 5 blocks south of the house * Bike Rentals - East Side Pedal Pushers, Cycleast",4,"KITCHEN Our kitchen is a chef's dream.  The galley style kitchen is fully equipped with high end cookware: - Japanese Shun knives with several large end grain cutting boards - Gas range - Sous Vide machine with vacuum bag sealer - Kitchenaid Professional mixer - Waffle iron, panini maker, crock pot, dutch oven, cast iron skillets, vitamix blender, digital scale, dehydrator, Zojirushi rice maker, and MORE - Semi-Automatic Espresso Machine fully stocked with locally roasted coffee beans.  On demand hot water dispenser for tea and ramen. - The Breakfast Cereal Pantry is stocked for your enjoyment.  We stock 30 different classics like Cinnamon Toast Crunch and Lucky Charms etc!! Guests have access to the entire home with the following exceptions: - Master closet - Media closet","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,650.00",,30.26332,-97.72082,House,Entire home/apt,11,2,3,7,51,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",,1000,365000,#DIV/0!,,,999,99,12,25,31,300,99,10,10,0,13-03-2012,2012
Bike or Uber to downtown with ease...,3,I'll meet you and help get you situated,"Austin, TX, United States",Old Enfield,Austin,TX,78703,Austin,"Austin, TX",US,United States,"2,230.00",1095916,30.28923,-97.7606,House,Entire home/apt,6,2,2,2,26,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,""Private entrance"",Bathtub}",1500,248,90520,-17.40242865,1899,5500,399,99,0,0,0,0,100,10,10,0,15-03-2012,2012
We are next to a bus stop that goes directly downtown. We are also very close to a bus hub.,3,Pool and hot tub. These are shared spaces with restrictions on hours.,"Austin, TX, United States",South Manchaca,Austin,TX,78745,Austin,"Austin, TX",US,United States,"1,650.00",370646,30.22062,-97.77387,Apartment,Entire home/apt,2,1,1,1,25,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,141,51465,38.85216622,850,1500,95,20,0,19,49,276,98,10,9,1,15-03-2012,2012
,,,"Austin, TX, United States",Travis Heights,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,400.00",,30.24803,-97.74556,House,Entire home/apt,7,,3,7,12,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer/Dryer,Heating,""Family/kid friendly"",Washer,Dryer}",1700,1000,365000,#DIV/0!,,,,90,30,60,90,365,100,10,10,0,18-03-2013,2013
1 block from bus stop  Bike available (10 - 15 minute bike ride to down town) Uber/Lyft in minutes,3,Relax in the common areas in the house or hang out on the front porch or back patio.  You'll have a key so you can come and go as you please.,"Austin, TX, United States",South Lamar,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,278.00",781744,30.23928,-97.77907,House,Entire home/apt,2,1,1,1,20,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1600,100,36500,-53.30952332,,,100,50,0,0,0,0,,,,1,,
"Public transit is not the greatest in Austin but there are plenty of restaurants and shops within walking distance of the apartment. You can also use any of the ride sharing companies in town pretty easily and it's affordable to get anywhere being so close to the center. There are also plenty of electric scooters and bikes scattered throughout the neighborhood. This is the recommended form of transport to get familiar with the area. If you're hiring a car, it is easily accessible by I-35 and Mopac (Loop 1).",2,Guests will have access to the whole apartment except my daughter’s room. Her room will be locked and off limits.,"Austin, TX, United States",Clarksville,Austin,TX,78703,Austin,"Austin, TX",US,United States,"1,850.00",,30.27927,-97.75422,Apartment,Entire home/apt,2,1,1,1,27,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",,119,43435,#DIV/0!,,,400,45,2,2,2,2,96,10,10,0,19-03-2012,2012
