CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Even,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Even,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Medium
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Republican,High,Very High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Low,>10 People Prohibited,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Very Low
Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Democrat,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very Low
Leaning Republican,Medium,Very High,AlwaysWearMasks,metropolitan,Democratic,Medium,>10 People Prohibited,Very High
Leaning Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,Lifted,Medium
Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,FrequentlyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Very High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very Low
Heavily Republican,Medium,Medium,FrequentlyWearMasks,micropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Medium
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Leaning Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,High
Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,FrequentlyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,FrequentlyWearMasks,micropolitan,Republican,Low,Expanded Limit to 25 or Fewer,Medium
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Very High,>10 People Prohibited,Very Low
Leaning Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,>10 People Prohibited,Low
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,High,Expanded Limit to Greater Than 25,Medium
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Medium,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Medium,High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,SometimesWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Medium,High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,Very High,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Very Low
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very Low
Even,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Very Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,Very High,High,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to 25 or Fewer,Low
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to 25 or Fewer,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Lifted,Very High
Leaning Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to 25 or Fewer,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,High,High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Leaning Democrat,High,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Even,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Even,Medium,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very Low
Leaning Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,High,>10 People Prohibited,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Leaning Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Leaning Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Medium,Lifted,High
Even,High,High,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,High
Even,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Medium
Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,High,Lifted,Medium
Leaning Democrat,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Lifted,High
Heavily Democrat,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,High,FrequentlyWearMasks,micropolitan,Republican,High,Lifted,Low
Heavily Republican,High,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Republican,Medium,Very Low,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very High,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,>10 People Prohibited,Medium
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,High,FrequentlyWearMasks,noncore,Republican,Very High,Lifted,Very Low
Democrat,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Even,Medium,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,High,High,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Leaning Republican,High,Medium,RarelyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,RarelyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Leaning Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Democrat,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,FrequentlyWearMasks,micropolitan,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Medium,Very Low,FrequentlyWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Medium
Leaning Democrat,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very Low
Even,Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Very Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very Low
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Very Low,High,RarelyWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,High,Lifted,Low
Heavily Republican,High,Low,NeverWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Leaning Republican,Very High,Low,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
