CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,High,Very High,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Even,Medium,Medium,Medium,noncore,Republican,High,Expanded Limit,Very Low
Heavily Republican,Very Low,High,Medium,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Medium,Low,High,metropolitan,Democratic,Very High,Gatherings Prohibited,Very Low
Republican,High,Low,Low,noncore,Democratic,Low,Lifted,Medium
Republican,High,Very Low,Low,metropolitan,Democratic,Low,Lifted,Medium
Heavily Democrat,Very Low,Low,Low,micropolitan,Democratic,Low,Lifted,Very High
Leaning Republican,High,Low,Medium,noncore,Democratic,Medium,Lifted,Medium
Leaning Republican,High,Very Low,High,noncore,Republican,Medium,Lifted,Very Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,Very High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Republican,Very Low,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Even,Low,High,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Medium,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Medium,Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Low,High,High,metropolitan,Republican,Low,Lifted,High
Heavily Democrat,Very Low,Very High,Medium,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Low,Medium,noncore,Republican,Low,Lifted,High
Heavily Republican,High,Very Low,Low,metropolitan,Republican,Very High,Lifted,High
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,Very High,Lifted,Very High
Heavily Republican,Low,High,Low,noncore,Republican,Low,Expanded Limit,Very High
Republican,High,Low,High,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,High,Low,Medium,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Medium,Very High,Medium,metropolitan,Republican,Very High,Expanded Limit,Very High
Heavily Republican,Medium,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very High,High,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very High,Low,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Very Low,High,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very High,Low,High,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,High,Medium,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Republican,Medium,Low,Low,metropolitan,Republican,High,Lifted,Low
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,High,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Medium,Low,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Low,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,Medium,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Democrat,Very High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Low,High,High,micropolitan,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Low,High,Medium,noncore,Democratic,High,Expanded Limit,Very Low
Republican,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,High
Republican,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Medium,Expanded Limit,Very Low
Heavily Republican,Very Low,Medium,Medium,noncore,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Low,High,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Low,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,Low,micropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,High,Lifted,High
Leaning Republican,Very High,Medium,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Republican,Very High,Medium,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Republican,Very Low,High,High,noncore,Democratic,Low,Expanded Limit,Low
Republican,Medium,High,High,noncore,Democratic,Low,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Low,Very Low,Low,noncore,Democratic,Low,Lifted,Low
Heavily Democrat,Medium,Medium,Medium,metropolitan,Democratic,High,Lifted,Very High
Republican,High,Low,Medium,noncore,Democratic,Low,Lifted,Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Very Low,Very High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Low,Low,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Very High,Very Low,Low,micropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Very High,Medium,Medium,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Medium,High,Low,noncore,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Medium
Heavily Democrat,Very High,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Low,High,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Medium,High,Medium,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,High,Low,micropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very Low,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Medium,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Very High,High,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Democrat,Low,Very High,High,metropolitan,Democratic,Low,Expanded Limit,Very High
Even,High,Very Low,High,micropolitan,Democratic,High,Gatherings Prohibited,Very Low
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Medium,Very Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Very Low
Heavily Republican,Low,Medium,Medium,metropolitan,Republican,High,Lifted,High
Heavily Republican,High,Very Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Democrat,Very High,Medium,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Low,Very Low,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,Medium,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,Very High,Very Low,Low,noncore,Republican,High,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,Low,noncore,Democratic,High,Lifted,High
Republican,Low,Low,Medium,micropolitan,Democratic,High,Lifted,High
Heavily Republican,High,Very Low,Medium,noncore,Democratic,Low,Lifted,High
Heavily Republican,High,Very Low,High,metropolitan,Democratic,Low,Lifted,Very Low
Heavily Republican,Medium,High,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,Low,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Low,High,metropolitan,Republican,Medium,Lifted,Very Low
Leaning Republican,Very Low,Very Low,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Medium,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,Low,micropolitan,Democratic,Very High,Gatherings Prohibited,Low
Even,Very High,Low,Medium,micropolitan,Democratic,Low,Gatherings Prohibited,Medium
Even,Very High,Very Low,Medium,metropolitan,Democratic,Low,Gatherings Prohibited,Medium
Heavily Republican,High,Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Very Low,Very Low,Low,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Low,Low,Low,noncore,Democratic,Very High,Expanded Limit,Medium
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Very High
Heavily Republican,Very High,Low,High,metropolitan,Republican,High,Lifted,High
Even,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Medium
Even,Very High,Low,High,metropolitan,Republican,Medium,Expanded Limit,Medium
Heavily Republican,High,Very Low,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Republican,High,Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,Medium,micropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Very High,Medium,noncore,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Lifted,Low
Even,High,Medium,High,metropolitan,Republican,Medium,Lifted,High
Republican,Medium,Very High,Low,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Medium,Low,noncore,Democratic,Low,Lifted,Low
Heavily Republican,Low,Medium,Low,noncore,Democratic,Low,Lifted,Very Low
Leaning Democrat,High,Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Republican,Medium,Low,Low,micropolitan,Democratic,High,Gatherings Prohibited,Medium
Leaning Republican,Medium,Low,Medium,noncore,Democratic,Very High,Gatherings Prohibited,Low
Heavily Republican,Low,High,Low,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Low,Low,metropolitan,Republican,High,Lifted,High
Heavily Republican,Medium,Very Low,Medium,micropolitan,Republican,Low,Lifted,High
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,High
Heavily Republican,Very High,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,High
Heavily Republican,Medium,Medium,Low,noncore,Democratic,Low,Expanded Limit,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Expanded Limit,Low
Heavily Republican,High,Very High,Low,noncore,Republican,Low,Expanded Limit,High
Republican,High,Low,High,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Low,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,Medium,metropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Very High,Very Low,High,metropolitan,Democratic,Low,Lifted,Low
Even,Very High,Very Low,High,metropolitan,Democratic,Medium,Lifted,Medium
Heavily Republican,Low,Low,Low,metropolitan,Democratic,Low,Lifted,Very Low
Heavily Republican,Low,Low,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,Low,Very High,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Medium,Very Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,High,Very Low,Medium,metropolitan,Democratic,High,Gatherings Prohibited,High
Heavily Republican,High,Very Low,Low,noncore,Democratic,Low,Gatherings Prohibited,Low
Heavily Republican,High,Medium,Low,noncore,Democratic,Very High,Gatherings Prohibited,High
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,Low,Lifted,High
Heavily Republican,High,Medium,Low,noncore,Democratic,Very High,Expanded Limit,Very High
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Expanded Limit,Very Low
Heavily Republican,Low,Very High,Medium,noncore,Republican,Medium,Lifted,Very High
Heavily Republican,Very Low,Very High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Medium
Leaning Democrat,Very High,High,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,Low,noncore,Republican,High,Lifted,Medium
Republican,Very High,Very Low,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,Low,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Low,Medium,Medium,micropolitan,Democratic,Medium,Lifted,Low
Heavily Republican,High,High,Low,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,High,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,High,Gatherings Prohibited,Low
Heavily Republican,Very Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,High,Very Low,Medium,metropolitan,Republican,High,Lifted,High
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,Very High
Democrat,Very Low,High,Medium,metropolitan,Republican,High,Expanded Limit,Very High
Republican,Low,High,Medium,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Low,Low,Medium,noncore,Republican,Very High,Expanded Limit,High
Republican,Medium,Low,Low,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Leaning Republican,Medium,Medium,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,Low,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Low,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,High,Lifted,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Democrat,Very High,Very Low,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Low,Low,Low,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Very High,High,Low,noncore,Democratic,Very High,Lifted,Medium
Heavily Republican,Very High,Low,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Republican,Medium,Very Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,Medium,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very Low,Medium,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Lifted,Medium
Heavily Republican,High,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Medium
Democrat,High,Very Low,Low,metropolitan,Democratic,Medium,Expanded Limit,Low
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,High,Very Low,Low,micropolitan,Republican,Low,Expanded Limit,Low
Heavily Republican,High,Very Low,Medium,metropolitan,Republican,Very High,Expanded Limit,Low
Heavily Republican,Low,Low,Medium,noncore,Republican,Very High,Expanded Limit,Medium
Republican,Very Low,High,Medium,micropolitan,Republican,High,Expanded Limit,High
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Republican,High,Low,High,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,High,Low,Low,noncore,Republican,High,Lifted,High
Heavily Republican,Medium,Medium,Medium,metropolitan,Republican,Medium,Lifted,Low
Republican,High,Very Low,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Republican,Very High,Very Low,Low,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Medium,Low,noncore,Democratic,Low,Lifted,Very Low
Heavily Republican,High,Very Low,Low,noncore,Democratic,Very High,Lifted,Low
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Low,Lifted,Very Low
Heavily Republican,Low,High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Very High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Low,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Low,Gatherings Prohibited,Low
Republican,Very High,Very Low,Medium,micropolitan,Democratic,High,Gatherings Prohibited,Low
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Low,Medium,Low,noncore,Republican,Low,Lifted,Low
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,Expanded Limit,High
Even,Low,Very High,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Heavily Democrat,Very High,Very Low,High,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,Very High,Expanded Limit,High
Heavily Republican,Low,High,Medium,micropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,Medium,Very Low,Low,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Even,High,Medium,High,noncore,Republican,High,Lifted,Low
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,High,Low,micropolitan,Republican,High,Lifted,High
Heavily Republican,Very Low,Low,Low,noncore,Democratic,Very High,Expanded Limit,Very Low
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Medium
Heavily Republican,High,Low,Low,micropolitan,Republican,Low,Expanded Limit,Medium
Republican,High,Medium,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Medium,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,Medium,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,High,Very Low,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,Low,noncore,Democratic,Low,Lifted,Very Low
Heavily Republican,High,Very Low,High,metropolitan,Democratic,High,Lifted,Medium
Heavily Republican,Very Low,Very High,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,High,metropolitan,Republican,Low,Lifted,Low
Republican,Low,Low,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Republican,Low,Very Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very Low,Low,noncore,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very High,Low,Low,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Low,Medium,Low,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Low,Medium,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Low,Low,Medium,micropolitan,Republican,Low,Lifted,High
Even,High,Low,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Even,Very High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very Low,High,Medium,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Very Low,High,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,Medium,Low,micropolitan,Republican,Medium,Expanded Limit,Medium
Republican,Very High,Very Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,High,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Republican,High,Very High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,High,Very Low,High,micropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Low,Expanded Limit,Medium
Republican,Very High,Very Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Low,High,Medium,micropolitan,Democratic,Low,Expanded Limit,Medium
Republican,High,Low,High,noncore,Democratic,Low,Gatherings Prohibited,Very Low
Heavily Republican,Low,Medium,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Very Low,High,micropolitan,Republican,High,Lifted,Very Low
Republican,High,Medium,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Low,Low,Low,metropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,Low,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Democrat,Very Low,Very High,Low,noncore,Republican,High,Lifted,High
Heavily Republican,High,Very Low,Medium,noncore,Republican,Low,Lifted,Very High
Heavily Democrat,Low,Medium,High,metropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,Low,Medium,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,High,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
