year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2016,Texas,TX,Jefferson,48245,President,Other,NA,2313,87618,20191203
2016,Texas,TX,Jim Hogg,48247,President,Hillary Clinton,democrat,1635,2119,20191203
2016,Texas,TX,Jim Hogg,48247,President,Donald Trump,republican,430,2119,20191203
2016,Texas,TX,Jim Hogg,48247,President,Other,NA,54,2119,20191203
2016,Texas,TX,Jim Wells,48249,President,Hillary Clinton,democrat,6694,12379,20191203
2016,Texas,TX,Jim Wells,48249,President,Donald Trump,republican,5420,12379,20191203
2016,Texas,TX,Jim Wells,48249,President,Other,NA,265,12379,20191203
2016,Texas,TX,Johnson,48251,President,Hillary Clinton,democrat,10988,57606,20191203
2016,Texas,TX,Johnson,48251,President,Donald Trump,republican,44382,57606,20191203
2016,Texas,TX,Johnson,48251,President,Other,NA,2236,57606,20191203
2016,Texas,TX,Jones,48253,President,Hillary Clinton,democrat,936,5960,20191203
2016,Texas,TX,Jones,48253,President,Donald Trump,republican,4819,5960,20191203
2016,Texas,TX,Jones,48253,President,Other,NA,205,5960,20191203
2016,Texas,TX,Karnes,48255,President,Hillary Clinton,democrat,1145,4198,20191203
2016,Texas,TX,Karnes,48255,President,Donald Trump,republican,2965,4198,20191203
2016,Texas,TX,Karnes,48255,President,Other,NA,88,4198,20191203
2016,Texas,TX,Kaufman,48257,President,Hillary Clinton,democrat,10278,41265,20191203
2016,Texas,TX,Kaufman,48257,President,Donald Trump,republican,29587,41265,20191203
2016,Texas,TX,Kaufman,48257,President,Other,NA,1400,41265,20191203
2016,Texas,TX,Kendall,48259,President,Hillary Clinton,democrat,3643,20120,20191203
2016,Texas,TX,Kendall,48259,President,Donald Trump,republican,15700,20120,20191203
2016,Texas,TX,Kendall,48259,President,Other,NA,777,20120,20191203
2016,Texas,TX,Kenedy,48261,President,Hillary Clinton,democrat,99,186,20191203
2016,Texas,TX,Kenedy,48261,President,Donald Trump,republican,84,186,20191203
2016,Texas,TX,Kenedy,48261,President,Other,NA,3,186,20191203
2016,Texas,TX,Kent,48263,President,Hillary Clinton,democrat,59,434,20191203
2016,Texas,TX,Kent,48263,President,Donald Trump,republican,360,434,20191203
2016,Texas,TX,Kent,48263,President,Other,NA,15,434,20191203
2016,Texas,TX,Kerr,48265,President,Hillary Clinton,democrat,4681,23297,20191203
2016,Texas,TX,Kerr,48265,President,Donald Trump,republican,17727,23297,20191203
2016,Texas,TX,Kerr,48265,President,Other,NA,889,23297,20191203
2016,Texas,TX,Kimble,48267,President,Hillary Clinton,democrat,206,1952,20191203
2016,Texas,TX,Kimble,48267,President,Donald Trump,republican,1697,1952,20191203
2016,Texas,TX,Kimble,48267,President,Other,NA,49,1952,20191203
2016,Texas,TX,King,48269,President,Hillary Clinton,democrat,5,159,20191203
2016,Texas,TX,King,48269,President,Donald Trump,republican,149,159,20191203
2016,Texas,TX,King,48269,President,Other,NA,5,159,20191203
2016,Texas,TX,Kinney,48271,President,Hillary Clinton,democrat,458,1430,20191203
2016,Texas,TX,Kinney,48271,President,Donald Trump,republican,936,1430,20191203
2016,Texas,TX,Kinney,48271,President,Other,NA,36,1430,20191203
2016,Texas,TX,Kleberg,48273,President,Hillary Clinton,democrat,4716,9512,20191203
2016,Texas,TX,Kleberg,48273,President,Donald Trump,republican,4367,9512,20191203
2016,Texas,TX,Kleberg,48273,President,Other,NA,429,9512,20191203
2016,Texas,TX,Knox,48275,President,Hillary Clinton,democrat,247,1367,20191203
2016,Texas,TX,Knox,48275,President,Donald Trump,republican,1078,1367,20191203
2016,Texas,TX,Knox,48275,President,Other,NA,42,1367,20191203
2016,Texas,TX,Lamar,48277,President,Hillary Clinton,democrat,3583,18611,20191203
2016,Texas,TX,Lamar,48277,President,Donald Trump,republican,14561,18611,20191203
2016,Texas,TX,Lamar,48277,President,Other,NA,467,18611,20191203
2016,Texas,TX,Lamb,48279,President,Hillary Clinton,democrat,771,3995,20191203
2016,Texas,TX,Lamb,48279,President,Donald Trump,republican,3111,3995,20191203
2016,Texas,TX,Lamb,48279,President,Other,NA,113,3995,20191203
2016,Texas,TX,Lampasas,48281,President,Hillary Clinton,democrat,1483,8205,20191203
2016,Texas,TX,Lampasas,48281,President,Donald Trump,republican,6385,8205,20191203
2016,Texas,TX,Lampasas,48281,President,Other,NA,337,8205,20191203
2016,Texas,TX,La Salle,48283,President,Hillary Clinton,democrat,1129,2059,20191203
2016,Texas,TX,La Salle,48283,President,Donald Trump,republican,872,2059,20191203
2016,Texas,TX,La Salle,48283,President,Other,NA,58,2059,20191203
2016,Texas,TX,Lavaca,48285,President,Hillary Clinton,democrat,1170,8661,20191203
2016,Texas,TX,Lavaca,48285,President,Donald Trump,republican,7347,8661,20191203
2016,Texas,TX,Lavaca,48285,President,Other,NA,144,8661,20191203
2016,Texas,TX,Lee,48287,President,Hillary Clinton,democrat,1372,6535,20191203
2016,Texas,TX,Lee,48287,President,Donald Trump,republican,4997,6535,20191203
2016,Texas,TX,Lee,48287,President,Other,NA,166,6535,20191203
2016,Texas,TX,Leon,48289,President,Hillary Clinton,democrat,909,7439,20191203
2016,Texas,TX,Leon,48289,President,Donald Trump,republican,6391,7439,20191203
2016,Texas,TX,Leon,48289,President,Other,NA,139,7439,20191203
2016,Texas,TX,Liberty,48291,President,Hillary Clinton,democrat,4862,24267,20191203
2016,Texas,TX,Liberty,48291,President,Donald Trump,republican,18892,24267,20191203
2016,Texas,TX,Liberty,48291,President,Other,NA,513,24267,20191203
2016,Texas,TX,Limestone,48293,President,Hillary Clinton,democrat,1778,7739,20191203
2016,Texas,TX,Limestone,48293,President,Donald Trump,republican,5796,7739,20191203
2016,Texas,TX,Limestone,48293,President,Other,NA,165,7739,20191203
2016,Texas,TX,Lipscomb,48295,President,Hillary Clinton,democrat,135,1332,20191203
2016,Texas,TX,Lipscomb,48295,President,Donald Trump,republican,1159,1332,20191203
2016,Texas,TX,Lipscomb,48295,President,Other,NA,38,1332,20191203
2016,Texas,TX,Live Oak,48297,President,Hillary Clinton,democrat,742,4302,20191203
2016,Texas,TX,Live Oak,48297,President,Donald Trump,republican,3464,4302,20191203
2016,Texas,TX,Live Oak,48297,President,Other,NA,96,4302,20191203
2016,Texas,TX,Llano,48299,President,Hillary Clinton,democrat,1825,10447,20191203
2016,Texas,TX,Llano,48299,President,Donald Trump,republican,8299,10447,20191203
2016,Texas,TX,Llano,48299,President,Other,NA,323,10447,20191203
2016,Texas,TX,Loving,48301,President,Hillary Clinton,democrat,4,65,20191203
2016,Texas,TX,Loving,48301,President,Donald Trump,republican,58,65,20191203
2016,Texas,TX,Loving,48301,President,Other,NA,3,65,20191203
2016,Texas,TX,Lubbock,48303,President,Hillary Clinton,democrat,28023,99013,20191203
2016,Texas,TX,Lubbock,48303,President,Donald Trump,republican,65651,99013,20191203
2016,Texas,TX,Lubbock,48303,President,Other,NA,5339,99013,20191203
2016,Texas,TX,Lynn,48305,President,Hillary Clinton,democrat,403,2009,20191203
2016,Texas,TX,Lynn,48305,President,Donald Trump,republican,1546,2009,20191203
2016,Texas,TX,Lynn,48305,President,Other,NA,60,2009,20191203
2016,Texas,TX,McCulloch,48307,President,Hillary Clinton,democrat,482,3103,20191203
2016,Texas,TX,McCulloch,48307,President,Donald Trump,republican,2552,3103,20191203
2016,Texas,TX,McCulloch,48307,President,Other,NA,69,3103,20191203
2016,Texas,TX,McLennan,48309,President,Hillary Clinton,democrat,27063,79075,20191203
2016,Texas,TX,McLennan,48309,President,Donald Trump,republican,48260,79075,20191203
2016,Texas,TX,McLennan,48309,President,Other,NA,3752,79075,20191203
2016,Texas,TX,McMullen,48311,President,Hillary Clinton,democrat,40,499,20191203
2016,Texas,TX,McMullen,48311,President,Donald Trump,republican,454,499,20191203
2016,Texas,TX,McMullen,48311,President,Other,NA,5,499,20191203
2016,Texas,TX,Madison,48313,President,Hillary Clinton,democrat,881,4289,20191203
2016,Texas,TX,Madison,48313,President,Donald Trump,republican,3351,4289,20191203
2016,Texas,TX,Madison,48313,President,Other,NA,57,4289,20191203
2016,Texas,TX,Marion,48315,President,Hillary Clinton,democrat,1165,4238,20191203
2016,Texas,TX,Marion,48315,President,Donald Trump,republican,2983,4238,20191203
2016,Texas,TX,Marion,48315,President,Other,NA,90,4238,20191203
2016,Texas,TX,Martin,48317,President,Hillary Clinton,democrat,266,1762,20191203
2016,Texas,TX,Martin,48317,President,Donald Trump,republican,1455,1762,20191203
2016,Texas,TX,Martin,48317,President,Other,NA,41,1762,20191203
2016,Texas,TX,Mason,48319,President,Hillary Clinton,democrat,354,2057,20191203
2016,Texas,TX,Mason,48319,President,Donald Trump,republican,1656,2057,20191203
2016,Texas,TX,Mason,48319,President,Other,NA,47,2057,20191203
2016,Texas,TX,Matagorda,48321,President,Hillary Clinton,democrat,3500,12196,20191203
2016,Texas,TX,Matagorda,48321,President,Donald Trump,republican,8366,12196,20191203
2016,Texas,TX,Matagorda,48321,President,Other,NA,330,12196,20191203
2016,Texas,TX,Maverick,48323,President,Hillary Clinton,democrat,10397,13588,20191203
2016,Texas,TX,Maverick,48323,President,Donald Trump,republican,2816,13588,20191203
2016,Texas,TX,Maverick,48323,President,Other,NA,375,13588,20191203
2016,Texas,TX,Medina,48325,President,Hillary Clinton,democrat,4634,17246,20191203
2016,Texas,TX,Medina,48325,President,Donald Trump,republican,12085,17246,20191203
2016,Texas,TX,Medina,48325,President,Other,NA,527,17246,20191203
2016,Texas,TX,Menard,48327,President,Hillary Clinton,democrat,154,864,20191203
2016,Texas,TX,Menard,48327,President,Donald Trump,republican,682,864,20191203
2016,Texas,TX,Menard,48327,President,Other,NA,28,864,20191203
2016,Texas,TX,Midland,48329,President,Hillary Clinton,democrat,10025,49212,20191203
2016,Texas,TX,Midland,48329,President,Donald Trump,republican,36973,49212,20191203
2016,Texas,TX,Midland,48329,President,Other,NA,2214,49212,20191203
2016,Texas,TX,Milam,48331,President,Hillary Clinton,democrat,2051,8664,20191203
2016,Texas,TX,Milam,48331,President,Donald Trump,republican,6364,8664,20191203
2016,Texas,TX,Milam,48331,President,Other,NA,249,8664,20191203
2016,Texas,TX,Mills,48333,President,Hillary Clinton,democrat,243,2245,20191203
2016,Texas,TX,Mills,48333,President,Donald Trump,republican,1951,2245,20191203
2016,Texas,TX,Mills,48333,President,Other,NA,51,2245,20191203
2016,Texas,TX,Mitchell,48335,President,Hillary Clinton,democrat,354,2196,20191203
2016,Texas,TX,Mitchell,48335,President,Donald Trump,republican,1780,2196,20191203
2016,Texas,TX,Mitchell,48335,President,Other,NA,62,2196,20191203
2016,Texas,TX,Montague,48337,President,Hillary Clinton,democrat,885,8604,20191203
2016,Texas,TX,Montague,48337,President,Donald Trump,republican,7526,8604,20191203
2016,Texas,TX,Montague,48337,President,Other,NA,193,8604,20191203
2016,Texas,TX,Montgomery,48339,President,Hillary Clinton,democrat,45835,204632,20191203
2016,Texas,TX,Montgomery,48339,President,Donald Trump,republican,150314,204632,20191203
2016,Texas,TX,Montgomery,48339,President,Other,NA,8483,204632,20191203
2016,Texas,TX,Moore,48341,President,Hillary Clinton,democrat,1098,5284,20191203
2016,Texas,TX,Moore,48341,President,Donald Trump,republican,3977,5284,20191203
2016,Texas,TX,Moore,48341,President,Other,NA,209,5284,20191203
2016,Texas,TX,Morris,48343,President,Hillary Clinton,democrat,1425,4973,20191203
2016,Texas,TX,Morris,48343,President,Donald Trump,republican,3446,4973,20191203
2016,Texas,TX,Morris,48343,President,Other,NA,102,4973,20191203
2016,Texas,TX,Motley,48345,President,Hillary Clinton,democrat,40,615,20191203
2016,Texas,TX,Motley,48345,President,Donald Trump,republican,566,615,20191203
2016,Texas,TX,Motley,48345,President,Other,NA,9,615,20191203
2016,Texas,TX,Nacogdoches,48347,President,Hillary Clinton,democrat,6846,22622,20191203
2016,Texas,TX,Nacogdoches,48347,President,Donald Trump,republican,14771,22622,20191203
2016,Texas,TX,Nacogdoches,48347,President,Other,NA,1005,22622,20191203
2016,Texas,TX,Navarro,48349,President,Hillary Clinton,democrat,4002,16433,20191203
2016,Texas,TX,Navarro,48349,President,Donald Trump,republican,11994,16433,20191203
2016,Texas,TX,Navarro,48349,President,Other,NA,437,16433,20191203
2016,Texas,TX,Newton,48351,President,Hillary Clinton,democrat,1156,5534,20191203
2016,Texas,TX,Newton,48351,President,Donald Trump,republican,4288,5534,20191203
2016,Texas,TX,Newton,48351,President,Other,NA,90,5534,20191203
2016,Texas,TX,Nolan,48353,President,Hillary Clinton,democrat,1029,4857,20191203
2016,Texas,TX,Nolan,48353,President,Donald Trump,republican,3552,4857,20191203
2016,Texas,TX,Nolan,48353,President,Other,NA,276,4857,20191203
2016,Texas,TX,Nueces,48355,President,Hillary Clinton,democrat,49198,104405,20191203
2016,Texas,TX,Nueces,48355,President,Donald Trump,republican,50766,104405,20191203
2016,Texas,TX,Nueces,48355,President,Other,NA,4441,104405,20191203
2016,Texas,TX,Ochiltree,48357,President,Hillary Clinton,democrat,274,3002,20191203
2016,Texas,TX,Ochiltree,48357,President,Donald Trump,republican,2628,3002,20191203
2016,Texas,TX,Ochiltree,48357,President,Other,NA,100,3002,20191203
2016,Texas,TX,Oldham,48359,President,Hillary Clinton,democrat,78,948,20191203
2016,Texas,TX,Oldham,48359,President,Donald Trump,republican,850,948,20191203
2016,Texas,TX,Oldham,48359,President,Other,NA,20,948,20191203
2016,Texas,TX,Orange,48361,President,Hillary Clinton,democrat,5735,32000,20191203
2016,Texas,TX,Orange,48361,President,Donald Trump,republican,25513,32000,20191203
2016,Texas,TX,Orange,48361,President,Other,NA,752,32000,20191203
2016,Texas,TX,Palo Pinto,48363,President,Hillary Clinton,democrat,1708,10270,20191203
2016,Texas,TX,Palo Pinto,48363,President,Donald Trump,republican,8284,10270,20191203
2016,Texas,TX,Palo Pinto,48363,President,Other,NA,278,10270,20191203
2016,Texas,TX,Panola,48365,President,Hillary Clinton,democrat,1835,10416,20191203
2016,Texas,TX,Panola,48365,President,Donald Trump,republican,8445,10416,20191203
2016,Texas,TX,Panola,48365,President,Other,NA,136,10416,20191203
2016,Texas,TX,Parker,48367,President,Hillary Clinton,democrat,8344,56817,20191203
2016,Texas,TX,Parker,48367,President,Donald Trump,republican,46473,56817,20191203
2016,Texas,TX,Parker,48367,President,Other,NA,2000,56817,20191203
2016,Texas,TX,Parmer,48369,President,Hillary Clinton,democrat,485,2466,20191203
2016,Texas,TX,Parmer,48369,President,Donald Trump,republican,1915,2466,20191203
2016,Texas,TX,Parmer,48369,President,Other,NA,66,2466,20191203
2016,Texas,TX,Pecos,48371,President,Hillary Clinton,democrat,1554,4185,20191203
2016,Texas,TX,Pecos,48371,President,Donald Trump,republican,2468,4185,20191203
2016,Texas,TX,Pecos,48371,President,Other,NA,163,4185,20191203
2016,Texas,TX,Polk,48373,President,Hillary Clinton,democrat,4187,19852,20191203
2016,Texas,TX,Polk,48373,President,Donald Trump,republican,15176,19852,20191203
2016,Texas,TX,Polk,48373,President,Other,NA,489,19852,20191203
2016,Texas,TX,Potter,48375,President,Hillary Clinton,democrat,7657,28651,20191203
2016,Texas,TX,Potter,48375,President,Donald Trump,republican,19630,28651,20191203
2016,Texas,TX,Potter,48375,President,Other,NA,1364,28651,20191203
2016,Texas,TX,Presidio,48377,President,Hillary Clinton,democrat,1458,2208,20191203
2016,Texas,TX,Presidio,48377,President,Donald Trump,republican,652,2208,20191203
2016,Texas,TX,Presidio,48377,President,Other,NA,98,2208,20191203
2016,Texas,TX,Rains,48379,President,Hillary Clinton,democrat,628,4701,20191203
2016,Texas,TX,Rains,48379,President,Donald Trump,republican,3968,4701,20191203
2016,Texas,TX,Rains,48379,President,Other,NA,105,4701,20191203
2016,Texas,TX,Randall,48381,President,Hillary Clinton,democrat,8367,54305,20191203
2016,Texas,TX,Randall,48381,President,Donald Trump,republican,43462,54305,20191203
2016,Texas,TX,Randall,48381,President,Other,NA,2476,54305,20191203
2016,Texas,TX,Reagan,48383,President,Hillary Clinton,democrat,167,904,20191203
2016,Texas,TX,Reagan,48383,President,Donald Trump,republican,709,904,20191203
2016,Texas,TX,Reagan,48383,President,Other,NA,28,904,20191203
2016,Texas,TX,Real,48385,President,Hillary Clinton,democrat,262,1681,20191203
2016,Texas,TX,Real,48385,President,Donald Trump,republican,1382,1681,20191203
2016,Texas,TX,Real,48385,President,Other,NA,37,1681,20191203
2016,Texas,TX,Red River,48387,President,Hillary Clinton,democrat,1149,5161,20191203
2016,Texas,TX,Red River,48387,President,Donald Trump,republican,3926,5161,20191203
2016,Texas,TX,Red River,48387,President,Other,NA,86,5161,20191203
2016,Texas,TX,Reeves,48389,President,Hillary Clinton,democrat,1659,3184,20191203
2016,Texas,TX,Reeves,48389,President,Donald Trump,republican,1417,3184,20191203
2016,Texas,TX,Reeves,48389,President,Other,NA,108,3184,20191203
2016,Texas,TX,Refugio,48391,President,Hillary Clinton,democrat,1034,2948,20191203
2016,Texas,TX,Refugio,48391,President,Donald Trump,republican,1830,2948,20191203
2016,Texas,TX,Refugio,48391,President,Other,NA,84,2948,20191203
2016,Texas,TX,Roberts,48393,President,Hillary Clinton,democrat,20,554,20191203
2016,Texas,TX,Roberts,48393,President,Donald Trump,republican,524,554,20191203
2016,Texas,TX,Roberts,48393,President,Other,NA,10,554,20191203
2016,Texas,TX,Robertson,48395,President,Hillary Clinton,democrat,2203,7035,20191203
2016,Texas,TX,Robertson,48395,President,Donald Trump,republican,4668,7035,20191203
2016,Texas,TX,Robertson,48395,President,Other,NA,164,7035,20191203
2016,Texas,TX,Rockwall,48397,President,Hillary Clinton,democrat,9655,39948,20191203
2016,Texas,TX,Rockwall,48397,President,Donald Trump,republican,28451,39948,20191203
2016,Texas,TX,Rockwall,48397,President,Other,NA,1842,39948,20191203
2016,Texas,TX,Runnels,48399,President,Hillary Clinton,democrat,453,3782,20191203
2016,Texas,TX,Runnels,48399,President,Donald Trump,republican,3250,3782,20191203
2016,Texas,TX,Runnels,48399,President,Other,NA,79,3782,20191203
2016,Texas,TX,Rusk,48401,President,Hillary Clinton,democrat,3935,18994,20191203
2016,Texas,TX,Rusk,48401,President,Donald Trump,republican,14675,18994,20191203
2016,Texas,TX,Rusk,48401,President,Other,NA,384,18994,20191203
2016,Texas,TX,Sabine,48403,President,Hillary Clinton,democrat,614,4651,20191203
2016,Texas,TX,Sabine,48403,President,Donald Trump,republican,3998,4651,20191203
2016,Texas,TX,Sabine,48403,President,Other,NA,39,4651,20191203
2016,Texas,TX,San Augustine,48405,President,Hillary Clinton,democrat,910,3569,20191203
2016,Texas,TX,San Augustine,48405,President,Donald Trump,republican,2622,3569,20191203
2016,Texas,TX,San Augustine,48405,President,Other,NA,37,3569,20191203
2016,Texas,TX,San Jacinto,48407,President,Hillary Clinton,democrat,2038,10343,20191203
2016,Texas,TX,San Jacinto,48407,President,Donald Trump,republican,8059,10343,20191203
2016,Texas,TX,San Jacinto,48407,President,Other,NA,246,10343,20191203
2016,Texas,TX,San Patricio,48409,President,Hillary Clinton,democrat,7871,21656,20191203
2016,Texas,TX,San Patricio,48409,President,Donald Trump,republican,13030,21656,20191203
2016,Texas,TX,San Patricio,48409,President,Other,NA,755,21656,20191203
2016,Texas,TX,San Saba,48411,President,Hillary Clinton,democrat,293,2357,20191203
2016,Texas,TX,San Saba,48411,President,Donald Trump,republican,2025,2357,20191203
2016,Texas,TX,San Saba,48411,President,Other,NA,39,2357,20191203
2016,Texas,TX,Schleicher,48413,President,Hillary Clinton,democrat,208,1059,20191203
2016,Texas,TX,Schleicher,48413,President,Donald Trump,republican,821,1059,20191203
2016,Texas,TX,Schleicher,48413,President,Other,NA,30,1059,20191203
2016,Texas,TX,Scurry,48415,President,Hillary Clinton,democrat,733,5289,20191203
2016,Texas,TX,Scurry,48415,President,Donald Trump,republican,4410,5289,20191203
2016,Texas,TX,Scurry,48415,President,Other,NA,146,5289,20191203
2016,Texas,TX,Shackelford,48417,President,Hillary Clinton,democrat,103,1504,20191203
2016,Texas,TX,Shackelford,48417,President,Donald Trump,republican,1378,1504,20191203
2016,Texas,TX,Shackelford,48417,President,Other,NA,23,1504,20191203
2016,Texas,TX,Shelby,48419,President,Hillary Clinton,democrat,1758,9086,20191203
2016,Texas,TX,Shelby,48419,President,Donald Trump,republican,7179,9086,20191203
2016,Texas,TX,Shelby,48419,President,Other,NA,149,9086,20191203
2016,Texas,TX,Sherman,48421,President,Hillary Clinton,democrat,96,935,20191203
2016,Texas,TX,Sherman,48421,President,Donald Trump,republican,807,935,20191203
2016,Texas,TX,Sherman,48421,President,Other,NA,32,935,20191203
2016,Texas,TX,Smith,48423,President,Hillary Clinton,democrat,22300,84768,20191203
2016,Texas,TX,Smith,48423,President,Donald Trump,republican,58930,84768,20191203
2016,Texas,TX,Smith,48423,President,Other,NA,3538,84768,20191203
2016,Texas,TX,Somervell,48425,President,Hillary Clinton,democrat,541,3897,20191203
2016,Texas,TX,Somervell,48425,President,Donald Trump,republican,3206,3897,20191203
2016,Texas,TX,Somervell,48425,President,Other,NA,150,3897,20191203
2016,Texas,TX,Starr,48427,President,Hillary Clinton,democrat,9289,11740,20191203
2016,Texas,TX,Starr,48427,President,Donald Trump,republican,2224,11740,20191203
2016,Texas,TX,Starr,48427,President,Other,NA,227,11740,20191203
2016,Texas,TX,Stephens,48429,President,Hillary Clinton,democrat,348,3461,20191203
2016,Texas,TX,Stephens,48429,President,Donald Trump,republican,3034,3461,20191203
2016,Texas,TX,Stephens,48429,President,Other,NA,79,3461,20191203
2016,Texas,TX,Sterling,48431,President,Hillary Clinton,democrat,70,633,20191203
2016,Texas,TX,Sterling,48431,President,Donald Trump,republican,549,633,20191203
2016,Texas,TX,Sterling,48431,President,Other,NA,14,633,20191203
2016,Texas,TX,Stonewall,48433,President,Hillary Clinton,democrat,135,701,20191203
2016,Texas,TX,Stonewall,48433,President,Donald Trump,republican,555,701,20191203
2016,Texas,TX,Stonewall,48433,President,Other,NA,11,701,20191203
2016,Texas,TX,Sutton,48435,President,Hillary Clinton,democrat,313,1416,20191203
2016,Texas,TX,Sutton,48435,President,Donald Trump,republican,1075,1416,20191203
2016,Texas,TX,Sutton,48435,President,Other,NA,28,1416,20191203
2016,Texas,TX,Swisher,48437,President,Hillary Clinton,democrat,462,2204,20191203
2016,Texas,TX,Swisher,48437,President,Donald Trump,republican,1671,2204,20191203
2016,Texas,TX,Swisher,48437,President,Other,NA,71,2204,20191203
2016,Texas,TX,Tarrant,48439,President,Hillary Clinton,democrat,288392,668514,20191203
2016,Texas,TX,Tarrant,48439,President,Donald Trump,republican,345921,668514,20191203
2016,Texas,TX,Tarrant,48439,President,Other,NA,34201,668514,20191203
2016,Texas,TX,Taylor,48441,President,Hillary Clinton,democrat,10085,45759,20191203
2016,Texas,TX,Taylor,48441,President,Donald Trump,republican,33250,45759,20191203
2016,Texas,TX,Taylor,48441,President,Other,NA,2424,45759,20191203
2016,Texas,TX,Terrell,48443,President,Hillary Clinton,democrat,140,438,20191203
2016,Texas,TX,Terrell,48443,President,Donald Trump,republican,288,438,20191203
2016,Texas,TX,Terrell,48443,President,Other,NA,10,438,20191203
2016,Texas,TX,Terry,48445,President,Hillary Clinton,democrat,753,3355,20191203
2016,Texas,TX,Terry,48445,President,Donald Trump,republican,2459,3355,20191203
2016,Texas,TX,Terry,48445,President,Other,NA,143,3355,20191203
2016,Texas,TX,Throckmorton,48447,President,Hillary Clinton,democrat,84,808,20191203
2016,Texas,TX,Throckmorton,48447,President,Donald Trump,republican,715,808,20191203
2016,Texas,TX,Throckmorton,48447,President,Other,NA,9,808,20191203
2016,Texas,TX,Titus,48449,President,Hillary Clinton,democrat,2597,9419,20191203
2016,Texas,TX,Titus,48449,President,Donald Trump,republican,6511,9419,20191203
2016,Texas,TX,Titus,48449,President,Other,NA,311,9419,20191203
2016,Texas,TX,Tom Green,48451,President,Hillary Clinton,democrat,9173,38479,20191203
2016,Texas,TX,Tom Green,48451,President,Donald Trump,republican,27494,38479,20191203
2016,Texas,TX,Tom Green,48451,President,Other,NA,1812,38479,20191203
2016,Texas,TX,Travis,48453,President,Hillary Clinton,democrat,308260,468720,20191203
2016,Texas,TX,Travis,48453,President,Donald Trump,republican,127209,468720,20191203
2016,Texas,TX,Travis,48453,President,Other,NA,33251,468720,20191203
2016,Texas,TX,Trinity,48455,President,Hillary Clinton,democrat,1154,5985,20191203
2016,Texas,TX,Trinity,48455,President,Donald Trump,republican,4737,5985,20191203
2016,Texas,TX,Trinity,48455,President,Other,NA,94,5985,20191203
2016,Texas,TX,Tyler,48457,President,Hillary Clinton,democrat,1248,8016,20191203
2016,Texas,TX,Tyler,48457,President,Donald Trump,republican,6624,8016,20191203
2016,Texas,TX,Tyler,48457,President,Other,NA,144,8016,20191203
2016,Texas,TX,Upshur,48459,President,Hillary Clinton,democrat,2380,16013,20191203
2016,Texas,TX,Upshur,48459,President,Donald Trump,republican,13209,16013,20191203
2016,Texas,TX,Upshur,48459,President,Other,NA,424,16013,20191203
2016,Texas,TX,Upton,48461,President,Hillary Clinton,democrat,286,1347,20191203
2016,Texas,TX,Upton,48461,President,Donald Trump,republican,1007,1347,20191203
2016,Texas,TX,Upton,48461,President,Other,NA,54,1347,20191203
2016,Texas,TX,Uvalde,48463,President,Hillary Clinton,democrat,3867,8964,20191203
2016,Texas,TX,Uvalde,48463,President,Donald Trump,republican,4835,8964,20191203
2016,Texas,TX,Uvalde,48463,President,Other,NA,262,8964,20191203
2016,Texas,TX,Val Verde,48465,President,Hillary Clinton,democrat,6964,13617,20191203
2016,Texas,TX,Val Verde,48465,President,Donald Trump,republican,5890,13617,20191203
2016,Texas,TX,Val Verde,48465,President,Other,NA,763,13617,20191203
2016,Texas,TX,Van Zandt,48467,President,Hillary Clinton,democrat,2799,21890,20191203
2016,Texas,TX,Van Zandt,48467,President,Donald Trump,republican,18473,21890,20191203
2016,Texas,TX,Van Zandt,48467,President,Other,NA,618,21890,20191203
2016,Texas,TX,Victoria,48469,President,Hillary Clinton,democrat,8866,31123,20191203
2016,Texas,TX,Victoria,48469,President,Donald Trump,republican,21275,31123,20191203
2016,Texas,TX,Victoria,48469,President,Other,NA,982,31123,20191203
2016,Texas,TX,Walker,48471,President,Hillary Clinton,democrat,6091,19796,20191203
2016,Texas,TX,Walker,48471,President,Donald Trump,republican,12884,19796,20191203
2016,Texas,TX,Walker,48471,President,Other,NA,821,19796,20191203
2016,Texas,TX,Waller,48473,President,Hillary Clinton,democrat,5748,16784,20191203
2016,Texas,TX,Waller,48473,President,Donald Trump,republican,10531,16784,20191203
2016,Texas,TX,Waller,48473,President,Other,NA,505,16784,20191203
2016,Texas,TX,Ward,48475,President,Hillary Clinton,democrat,783,3445,20191203
2016,Texas,TX,Ward,48475,President,Donald Trump,republican,2547,3445,20191203
2016,Texas,TX,Ward,48475,President,Other,NA,115,3445,20191203
2016,Texas,TX,Washington,48477,President,Hillary Clinton,democrat,3382,14828,20191203
2016,Texas,TX,Washington,48477,President,Donald Trump,republican,10945,14828,20191203
2016,Texas,TX,Washington,48477,President,Other,NA,501,14828,20191203
2016,Texas,TX,Webb,48479,President,Hillary Clinton,democrat,42307,56905,20191203
2016,Texas,TX,Webb,48479,President,Donald Trump,republican,12947,56905,20191203
2016,Texas,TX,Webb,48479,President,Other,NA,1651,56905,20191203
2016,Texas,TX,Wharton,48481,President,Hillary Clinton,democrat,4238,14732,20191203
2016,Texas,TX,Wharton,48481,President,Donald Trump,republican,10149,14732,20191203
2016,Texas,TX,Wharton,48481,President,Other,NA,345,14732,20191203
2016,Texas,TX,Wheeler,48483,President,Hillary Clinton,democrat,194,2306,20191203
2016,Texas,TX,Wheeler,48483,President,Donald Trump,republican,2087,2306,20191203
