x,y
72.168,100
72.169,95
72.17,67
72.171,91
72.172,84
72.173,80
72.174,71
72.175,83
72.176,86
72.177,85
72.178,80
72.179,84
72.18,85
72.181,74
72.182,87
72.183,87
72.184,88
72.185,72
72.186,75
72.187,84
72.188,98
72.189,98
72.19,83
72.191,81
72.192,86
72.193,78
72.194,74
72.195,86
72.196,59
72.197,87
72.198,97
72.199,89
72.2,91
72.201,76
72.202,90
72.203,84
72.204,82
72.205,88
72.206,66
72.207,101
72.208,72
72.209,82
72.21,84
72.211,82
72.212,91
72.213,89
72.214,83
72.215,89
72.216,96
72.217,97
72.218,81
72.219,78
72.22,98
72.221,81
72.222,79
72.223,99
72.224,84
72.225,91
72.226,89
72.227,67
72.228,90
72.229,94
72.23,95
72.231,78
72.232,101
72.233,90
72.234,99
72.235,77
72.236,90
72.237,83
72.238,94
72.239,89
72.24,94
72.241,67
72.242,100
72.243,82
72.244,83
72.245,76
72.246,86
72.247,81
72.248,75
72.249,80
72.25,74
72.251,91
72.252,60
72.253,85
72.254,68
72.255,88
72.256,73
72.257,86
72.258,88
72.259,102
72.26,75
72.261,93
72.262,92
72.263,79
72.264,82
72.265,73
72.266,83
72.267,74
72.268,74
72.269,77
72.27,95
72.271,99
72.272,82
72.273,97
72.274,104
72.275,86
72.276,78
72.277,81
72.278,102
72.279,95
72.28,85
72.281,81
72.282,82
72.283,77
72.284,81
72.285,76
72.286,96
72.287,85
72.288,71
72.289,76
72.29,87
72.291,84
72.292,80
72.293,79
72.294,86
72.295,81
72.296,77
72.297,96
72.298,78
72.299,96
72.3,96
72.301,87
72.302,87
72.303,83
72.304,83
72.305,86
72.306,94
72.307,83
72.308,91
72.309,91
72.31,71
72.311,84
72.312,93
72.313,91
72.314,82
72.315,81
72.316,75
72.317,73
72.318,93
72.319,95
72.32,83
72.321,87
72.322,98
72.323,74
72.324,83
72.325,81
72.326,104
72.327,82
72.328,87
72.329,86
72.33,84
72.331,100
72.332,86
72.333,90
72.334,68
72.335,92
72.336,76
72.337,99
72.338,80
72.339,84
72.34,77
72.341,87
72.342,84
72.343,94
72.344,93
72.345,82
72.346,66
72.347,80
72.348,77
72.349,85
72.35,94
72.351,99
72.352,79
72.353,69
72.354,87
72.355,85
72.356,89
72.357,86
72.358,95
72.359,88
72.36,78
72.361,75
72.362,81
72.363,74
72.364,90
72.365,73
72.366,94
72.367,93
72.368,101
72.369,79
72.37,78
72.371,84
72.372,76
72.373,85
72.374,82
72.375,80
72.376,73
72.377,89
72.378,95
72.379,84
72.38,68
72.381,89
72.382,93
72.383,82
72.384,81
72.385,73
72.386,90
72.387,90
72.388,86
72.389,66
72.39,74
72.391,68
72.392,98
72.393,86
72.394,80
72.395,93
72.396,88
72.397,80
72.398,83
72.399,78
72.4,87
72.401,96
72.402,82
72.403,100
72.404,86
72.405,92
72.406,68
72.407,92
72.408,93
72.409,90
72.41,67
72.411,79
72.412,84
72.413,85
72.414,105
72.415,79
72.416,98
72.417,76
72.418,91
72.419,78
72.42,86
72.421,90
72.422,88
72.423,75
72.424,84
72.425,76
72.426,86
72.427,74
72.428,96
72.429,90
72.43,86
72.431,80
72.432,81
72.433,80
72.434,93
72.435,72
72.436,92
72.437,96
72.438,87
72.439,86
72.44,102
72.441,89
72.442,93
72.443,89
72.444,89
72.445,71
72.446,74
72.447,65
72.448,95
72.449,71
72.45,91
72.451,93
72.452,83
72.453,95
72.454,69
72.455,94
72.456,85
72.457,94
72.458,90
72.459,85
72.46,76
72.461,76
72.462,95
72.463,80
72.464,84
72.465,92
72.466,87
72.467,80
72.468,73
72.469,82
72.47,85
72.471,79
72.472,87
72.473,84
72.474,85
72.475,93
72.476,79
72.477,103
72.478,100
72.479,85
72.48,90
72.481,86
72.482,84
72.483,97
72.484,85
72.485,101
72.486,80
72.487,86
72.488,105
72.489,80
72.49,90
72.491,90
72.492,92
72.493,71
72.494,89
72.495,68
72.496,92
72.497,87
72.498,78
72.499,72
72.5,83
72.501,91
72.502,106
72.503,81
72.504,87
72.505,89
72.506,108
72.507,81
72.508,74
72.509,92
72.51,90
72.511,84
72.512,78
72.513,85
72.514,64
72.515,84
72.516,72
72.517,71
72.518,82
72.519,101
72.52,96
72.521,87
72.522,86
72.523,90
72.524,93
72.525,75
72.526,61
72.527,85
72.528,92
72.529,82
72.53,92
72.531,97
72.532,81
72.533,88
72.534,80
72.535,82
72.536,95
72.537,82
72.538,86
72.539,82
72.54,97
72.541,81
72.542,82
72.543,80
72.544,91
72.545,83
72.546,84
72.547,80
72.548,80
72.549,90
72.55,77
72.551,89
72.552,84
72.553,87
72.554,78
72.555,97
72.556,100
72.557,80
72.558,76
72.559,77
72.56,100
72.561,81
72.562,89
72.563,90
72.564,80
72.565,69
72.566,84
72.567,74
72.568,91
72.569,80
72.57,91
72.571,94
72.572,90
72.573,97
72.574,84
72.575,84
72.576,101
72.577,98
72.578,90
72.579,89
72.58,89
72.581,68
72.582,73
72.583,82
72.584,88
72.585,82
72.586,86
72.587,78
72.588,86
72.589,79
72.59,79
72.591,81
72.592,95
72.593,92
72.594,76
72.595,96
72.596,67
72.597,84
72.598,71
72.599,79
72.6,82
72.601,85
72.602,80
72.603,93
72.604,81
72.605,94
72.606,81
72.607,86
72.608,104
72.609,101
72.61,80
72.611,79
72.612,74
72.613,67
72.614,80
72.615,90
72.616,90
72.617,83
72.618,80
72.619,82
72.62,87
72.621,85
72.622,93
72.623,78
72.624,78
72.625,90
72.626,97
72.627,72
72.628,76
72.629,90
72.63,88
72.631,77
72.632,100
72.633,76
72.634,76
72.635,71
72.636,93
72.637,77
72.638,91
72.639,67
72.64,89
72.641,94
72.642,83
72.643,90
72.644,63
72.645,85
72.646,83
72.647,83
72.648,76
72.649,74
72.65,80
72.651,81
72.652,101
72.653,94
72.654,92
72.655,81
72.656,66
72.657,91
72.658,89
72.659,75
72.66,77
72.661,97
72.662,101
72.663,89
72.664,76
72.665,95
72.666,95
72.667,92
72.668,82
72.669,81
72.67,87
72.671,67
72.672,92
72.673,78
72.674,77
72.675,82
72.676,86
72.677,87
72.678,73
72.679,95
72.68,92
72.681,76
72.682,81
72.683,91
72.684,67
72.685,82
72.686,88
72.687,87
72.688,70
72.689,86
72.69,79
72.691,89
72.692,63
72.693,65
72.694,93
72.695,90
72.696,84
72.697,90
72.698,77
72.699,77
72.7,59
72.701,84
72.702,65
72.703,93
72.704,83
72.705,94
72.706,91
72.707,109
72.708,67
72.709,100
72.71,81
72.711,100
72.712,78
72.713,70
72.714,81
72.715,74
72.716,96
72.717,75
72.718,85
72.719,82
72.72,81
72.721,82
72.722,88
72.723,72
72.724,88
72.725,80
72.726,87
72.727,71
72.728,80
72.729,98
72.73,85
72.731,71
72.732,84
72.733,87
72.734,104
72.735,104
72.736,95
72.737,94
72.738,94
72.739,90
72.74,83
72.741,95
72.742,87
72.743,89
72.744,78
72.745,88
72.746,97
72.747,88
72.748,71
72.749,96
72.75,73
72.751,77
72.752,101
72.753,100
72.754,79
72.755,67
72.756,85
72.757,88
72.758,74
72.759,81
72.76,87
72.761,87
72.762,86
72.763,82
72.764,84
72.765,107
72.766,102
72.767,96
72.768,87
72.769,88
72.77,94
72.771,94
72.772,91
72.773,92
72.774,91
72.775,78
72.776,103
72.777,67
72.778,93
72.779,70
72.78,74
72.781,84
72.782,69
72.783,80
72.784,98
72.785,82
72.786,103
72.787,85
72.788,80
72.789,74
72.79,71
72.791,93
72.792,97
72.793,73
72.794,80
72.795,89
72.796,82
72.797,87
72.798,75
72.799,68
72.8,90
72.801,81
72.802,89
72.803,77
72.804,80
72.805,72
72.806,88
72.807,101
72.808,82
72.809,79
72.81,92
72.811,96
72.812,81
72.813,76
72.814,80
72.815,82
72.816,82
72.817,75
72.818,83
72.819,77
72.82,77
72.821,90
72.822,90
72.823,107
72.824,94
72.825,88
72.826,93
72.827,80
72.828,84
72.829,87
72.83,91
72.831,72
72.832,85
72.833,99
72.834,81
72.835,102
72.836,90
72.837,110
72.838,93
72.839,74
72.84,85
72.841,80
72.842,85
72.843,98
72.844,115
72.845,78
72.846,81
72.847,110
72.848,88
72.849,91
72.85,88
72.851,77
72.852,87
72.853,103
72.854,88
72.855,80
72.856,104
72.857,76
72.858,90
72.859,91
72.86,85
72.861,83
72.862,86
72.863,92
72.864,79
72.865,91
72.866,78
72.867,94
72.868,69
72.869,92
72.87,81
72.871,75
72.872,89
72.873,96
72.874,71
72.875,98
72.876,83
72.877,75
72.878,75
72.879,70
72.88,83
72.881,73
72.882,72
72.883,71
72.884,87
72.885,79
72.886,84
72.887,87
72.888,79
72.889,84
72.89,86
72.891,100
72.892,81
72.893,79
72.894,102
72.895,89
72.896,91
72.897,79
72.898,82
72.899,79
72.9,78
72.901,76
72.902,78
72.903,81
72.904,93
72.905,67
72.906,88
72.907,92
72.908,83
72.909,78
72.91,85
72.911,96
72.912,71
72.913,91
72.914,89
72.915,94
72.916,84
72.917,86
72.918,72
72.919,94
72.92,90
72.921,84
72.922,97
72.923,84
72.924,83
72.925,90
72.926,88
72.927,74
72.928,85
72.929,78
72.93,88
72.931,76
72.932,97
72.933,96
72.934,85
72.935,97
72.936,93
72.937,100
72.938,66
72.939,83
72.94,79
72.941,74
72.942,96
72.943,97
72.944,88
72.945,101
72.946,92
72.947,91
72.948,95
72.949,90
72.95,78
72.951,77
72.952,97
72.953,87
72.954,83
72.955,91
72.956,90
72.957,91
72.958,91
72.959,77
72.96,79
72.961,77
72.962,81
72.963,77
72.964,72
72.965,83
72.966,85
72.967,68
72.968,77
72.969,71
72.97,82
72.971,91
72.972,79
72.973,79
72.974,84
72.975,75
72.976,83
72.977,90
72.978,80
72.979,100
72.98,81
72.981,81
72.982,97
72.983,86
72.984,76
72.985,89
72.986,80
72.987,73
72.988,101
72.989,83
72.99,84
72.991,72
72.992,101
72.993,79
72.994,71
72.995,104
72.996,79
72.997,80
72.998,84
72.999,76
73,102
73.001,86
73.002,76
73.003,77
73.004,74
73.005,99
73.006,88
73.007,84
73.008,86
73.009,98
73.01,90
73.011,93
73.012,94
73.013,92
73.014,103
73.015,82
73.016,82
73.017,111
73.018,87
73.019,87
73.02,88
73.021,84
73.022,84
73.023,65
73.024,80
73.025,86
73.026,78
73.027,93
73.028,68
73.029,101
73.03,98
73.031,71
73.032,85
73.033,88
73.034,88
73.035,89
73.036,100
73.037,87
73.038,78
73.039,85
73.04,63
73.041,85
73.042,89
73.043,84
73.044,66
73.045,78
73.046,98
73.047,93
73.048,100
73.049,88
73.05,82
73.051,84
73.052,87
73.053,78
73.054,72
73.055,84
73.056,100
73.057,91
73.058,91
73.059,86
73.06,80
73.061,80
73.062,77
73.063,70
73.064,62
73.065,84
73.066,79
73.067,75
73.068,79
73.069,82
73.07,81
73.071,77
73.072,82
73.073,89
73.074,96
73.075,93
73.076,72
73.077,81
73.078,85
73.079,91
73.08,103
73.081,95
73.082,78
73.083,87
73.084,81
73.085,62
73.086,66
73.087,87
73.088,85
73.089,90
73.09,84
73.091,92
73.092,84
73.093,96
73.094,105
73.095,73
73.096,87
73.097,93
73.098,82
73.099,102
73.1,86
73.101,79
73.102,90
73.103,106
73.104,91
73.105,88
73.106,79
73.107,77
73.108,98
73.109,91
73.11,76
73.111,92
73.112,86
73.113,88
73.114,84
73.115,83
73.116,87
73.117,83
73.118,81
73.119,56
73.12,84
73.121,79
73.122,96
73.123,93
73.124,82
73.125,85
73.126,84
73.127,88
73.128,84
73.129,88
73.13,90
73.131,86
73.132,83
73.133,103
73.134,84
73.135,85
73.136,81
73.137,83
73.138,101
73.139,72
73.14,100
73.141,89
73.142,73
73.143,101
73.144,71
73.145,80
73.146,76
73.147,86
73.148,83
73.149,89
73.15,78
73.151,80
73.152,78
73.153,77
73.154,86
73.155,83
73.156,79
73.157,76
73.158,82
73.159,90
73.16,91
73.161,81
73.162,82
73.163,82
73.164,93
73.165,92
73.166,84
73.167,96
73.168,78
73.169,73
73.17,74
73.171,82
73.172,105
73.173,89
73.174,94
73.175,84
73.176,71
73.177,83
73.178,86
73.179,80
73.18,80
73.181,90
73.182,89
73.183,88
73.184,88
73.185,65
73.186,86
73.187,93
73.188,110
73.189,94
73.19,73
73.191,95
73.192,93
73.193,90
73.194,81
73.195,95
73.196,94
73.197,77
73.198,99
73.199,98
73.2,100
73.201,70
73.202,94
73.203,79
73.204,85
73.205,91
73.206,101
73.207,92
73.208,96
73.209,74
73.21,92
73.211,79
73.212,86
73.213,92
73.214,86
73.215,86
73.216,84
73.217,93
73.218,86
73.219,98
73.22,74
73.221,84
73.222,86
73.223,79
73.224,98
73.225,85
73.226,75
73.227,84
73.228,80
73.229,95
73.23,89
73.231,94
73.232,90
73.233,78
73.234,73
73.235,85
73.236,100
73.237,101
73.238,86
73.239,74
73.24,78
73.241,84
73.242,83
73.243,89
73.244,76
73.245,93
73.246,81
73.247,104
73.248,98
73.249,81
73.25,93
73.251,76
73.252,91
73.253,79
73.254,95
73.255,71
73.256,81
73.257,90
73.258,85
73.259,85
73.26,75
73.261,79
73.262,92
73.263,93
73.264,76
73.265,80
73.266,75
73.267,86
73.268,85
73.269,84
73.27,80
73.271,86
73.272,98
73.273,84
73.274,80
73.275,90
73.276,91
73.277,93
73.278,91
73.279,80
73.28,86
73.281,82
73.282,76
73.283,92
73.284,100
73.285,82
73.286,93
73.287,77
73.288,84
73.289,77
73.29,83
73.291,88
73.292,79
73.293,91
73.294,81
73.295,79
73.296,69
73.297,80
73.298,115
73.299,82
73.3,87
73.301,88
73.302,80
73.303,79
73.304,79
73.305,96
73.306,79
73.307,85
73.308,79
73.309,90
73.31,76
73.311,82
73.312,83
73.313,100
73.314,83
73.315,80
73.316,77
73.317,80
73.318,72
73.319,70
73.32,72
73.321,95
73.322,74
73.323,94
73.324,97
73.325,99
73.326,85
73.327,85
73.328,74
73.329,90
73.33,82
73.331,79
73.332,87
73.333,88
73.334,82
73.335,91
73.336,85
73.337,98
73.338,90
73.339,82
73.34,85
73.341,96
73.342,93
73.343,67
73.344,91
73.345,89
73.346,79
73.347,84
73.348,106
73.349,84
73.35,86
73.351,96
73.352,86
73.353,80
73.354,92
73.355,87
73.356,82
73.357,92
73.358,83
73.359,69
73.36,68
73.361,80
73.362,76
73.363,81
73.364,76
73.365,59
73.366,81
73.367,68
73.368,72
73.369,95
73.37,81
73.371,83
73.372,88
73.373,83
73.374,90
73.375,92
73.376,83
73.377,70
73.378,91
73.379,83
73.38,94
73.381,92
73.382,78
73.383,95
73.384,89
73.385,86
73.386,76
73.387,71
73.388,80
73.389,100
73.39,72
73.391,84
73.392,88
73.393,87
73.394,77
73.395,90
73.396,96
73.397,81
73.398,80
73.399,87
73.4,88
73.401,92
73.402,86
73.403,78
73.404,81
73.405,94
73.406,95
73.407,84
73.408,74
73.409,81
73.41,59
73.411,76
73.412,97
73.413,85
73.414,75
73.415,85
73.416,92
73.417,102
73.418,94
73.419,81
73.42,69
73.421,102
73.422,86
73.423,90
73.424,82
73.425,97
73.426,81
73.427,82
73.428,84
73.429,91
73.43,96
73.431,90
73.432,85
73.433,80
73.434,74
73.435,81
73.436,75
73.437,80
73.438,81
73.439,86
73.44,72
73.441,74
73.442,86
73.443,83
73.444,76
73.445,82
73.446,75
73.447,77
73.448,72
73.449,82
73.45,92
73.451,88
73.452,86
73.453,84
73.454,95
73.455,88
73.456,101
73.457,88
73.458,76
73.459,92
73.46,86
73.461,91
73.462,84
73.463,76
73.464,91
73.465,101
73.466,90
73.467,75
73.468,92
73.469,89
73.47,70
73.471,87
73.472,81
73.473,93
73.474,85
73.475,81
73.476,82
73.477,92
73.478,72
73.479,103
73.48,81
73.481,77
73.482,98
73.483,79
73.484,82
73.485,70
73.486,90
73.487,100
73.488,83
73.489,89
73.49,90
73.491,73
73.492,97
73.493,97
73.494,86
73.495,79
73.496,81
73.497,91
73.498,83
73.499,70
73.5,71
73.501,82
73.502,80
73.503,89
73.504,94
73.505,100
73.506,84
73.507,85
73.508,95
73.509,83
73.51,81
73.511,79
73.512,88
73.513,76
73.514,90
73.515,96
73.516,85
73.517,92
73.518,73
73.519,85
73.52,86
73.521,78
73.522,73
73.523,87
73.524,82
73.525,84
73.526,83
73.527,77
73.528,100
73.529,97
73.53,76
73.531,98
73.532,84
73.533,81
73.534,105
73.535,76
73.536,88
73.537,68
73.538,85
73.539,71
73.54,92
73.541,93
73.542,89
73.543,88
73.544,87
73.545,75
73.546,74
73.547,80
73.548,70
73.549,94
73.55,84
73.551,67
73.552,92
73.553,90
73.554,85
73.555,78
73.556,95
73.557,68
73.558,99
73.559,71
73.56,85
73.561,89
73.562,84
73.563,76
73.564,79
73.565,86
73.566,68
73.567,91
73.568,89
73.569,77
73.57,93
73.571,75
73.572,65
73.573,87
73.574,82
73.575,83
73.576,84
73.577,97
73.578,96
73.579,75
73.58,109
73.581,87
73.582,90
73.583,88
73.584,90
73.585,82
73.586,94
73.587,82
73.588,88
73.589,87
73.59,92
73.591,76
73.592,82
73.593,90
73.594,84
73.595,97
73.596,77
73.597,83
73.598,95
73.599,95
73.6,94
73.601,85
73.602,86
73.603,92
73.604,86
73.605,101
73.606,90
73.607,85
73.608,98
73.609,98
73.61,91
73.611,84
73.612,94
73.613,91
73.614,79
73.615,70
73.616,73
73.617,73
73.618,86
73.619,81
73.62,91
73.621,89
73.622,95
73.623,79
73.624,96
73.625,76
73.626,65
73.627,84
73.628,94
73.629,90
73.63,80
73.631,73
73.632,94
73.633,68
73.634,82
73.635,76
73.636,74
73.637,84
73.638,90
73.639,93
73.64,79
73.641,84
73.642,98
73.643,86
73.644,72
73.645,84
73.646,88
73.647,84
73.648,98
73.649,81
73.65,85
73.651,92
73.652,74
73.653,75
73.654,86
73.655,87
73.656,86
73.657,95
73.658,85
73.659,84
73.66,76
73.661,76
73.662,78
73.663,99
73.664,80
73.665,83
73.666,85
73.667,81
73.668,93
73.669,70
73.67,83
73.671,82
73.672,81
73.673,91
73.674,84
73.675,89
73.676,85
73.677,77
73.678,86
73.679,84
73.68,90
73.681,84
73.682,98
73.683,78
73.684,59
73.685,79
73.686,91
73.687,85
73.688,91
73.689,94
73.69,81
73.691,84
73.692,96
73.693,84
73.694,87
73.695,83
73.696,95
73.697,96
73.698,73
73.699,69
73.7,74
73.701,90
73.702,81
73.703,90
73.704,80
73.705,82
73.706,72
73.707,99
73.708,76
73.709,85
73.71,94
73.711,83
73.712,78
73.713,88
73.714,71
73.715,91
73.716,82
73.717,75
73.718,89
73.719,105
73.72,90
73.721,85
73.722,90
73.723,102
73.724,90
73.725,83
73.726,101
73.727,70
73.728,89
73.729,79
73.73,86
73.731,73
73.732,103
73.733,80
73.734,82
73.735,96
73.736,78
73.737,87
73.738,89
73.739,86
73.74,74
73.741,82
73.742,95
73.743,82
73.744,83
73.745,73
73.746,88
73.747,70
73.748,85
73.749,83
73.75,79
73.751,73
73.752,73
73.753,108
73.754,91
73.755,81
73.756,113
73.757,83
73.758,94
73.759,76
73.76,90
73.761,86
73.762,77
73.763,85
73.764,86
73.765,88
73.766,88
73.767,81
73.768,94
73.769,65
73.77,94
73.771,86
73.772,71
73.773,93
73.774,106
73.775,74
73.776,82
73.777,78
73.778,84
73.779,87
73.78,80
73.781,75
73.782,93
73.783,82
73.784,96
73.785,83
73.786,85
73.787,82
73.788,78
73.789,101
73.79,82
73.791,60
73.792,78
73.793,89
73.794,81
73.795,88
73.796,95
73.797,89
73.798,70
73.799,86
73.8,73
73.801,83
73.802,84
73.803,91
73.804,84
73.805,89
73.806,77
73.807,98
73.808,75
73.809,89
73.81,71
73.811,89
73.812,63
73.813,80
73.814,72
73.815,89
73.816,93
73.817,82
73.818,80
73.819,97
73.82,88
73.821,97
73.822,84
73.823,79
73.824,77
73.825,100
73.826,87
73.827,77
73.828,96
73.829,89
73.83,80
73.831,80
73.832,97
73.833,82
73.834,80
73.835,98
73.836,87
73.837,87
73.838,69
73.839,105
73.84,80
73.841,83
73.842,87
73.843,90
73.844,79
73.845,94
73.846,85
73.847,94
73.848,82
73.849,95
73.85,92
73.851,99
73.852,77
73.853,74
73.854,89
73.855,98
73.856,77
73.857,86
73.858,95
73.859,89
73.86,87
73.861,68
73.862,96
73.863,86
73.864,78
73.865,102
73.866,91
73.867,78
73.868,90
73.869,90
73.87,91
73.871,79
73.872,78
73.873,91
73.874,90
73.875,86
73.876,76
73.877,84
73.878,84
73.879,83
73.88,78
73.881,94
73.882,75
73.883,74
73.884,95
73.885,93
73.886,90
73.887,79
73.888,79
73.889,90
73.89,100
73.891,84
73.892,97
73.893,77
73.894,98
73.895,84
73.896,84
73.897,84
73.898,77
73.899,69
73.9,74
73.901,71
73.902,90
73.903,100
73.904,72
73.905,87
73.906,75
73.907,73
73.908,80
73.909,96
73.91,89
73.911,97
73.912,83
73.913,69
73.914,81
73.915,83
73.916,89
73.917,97
73.918,84
73.919,80
73.92,83
73.921,94
73.922,96
73.923,85
73.924,101
73.925,99
73.926,84
73.927,72
73.928,79
73.929,117
73.93,71
73.931,92
73.932,84
73.933,80
73.934,82
73.935,77
73.936,82
73.937,81
73.938,90
73.939,98
73.94,72
73.941,93
73.942,95
73.943,72
73.944,81
73.945,104
73.946,86
73.947,85
73.948,89
73.949,87
73.95,77
73.951,86
73.952,82
73.953,72
73.954,96
73.955,104
73.956,70
73.957,91
73.958,72
73.959,78
73.96,89
73.961,96
73.962,88
73.963,79
73.964,82
73.965,77
73.966,72
73.967,79
73.968,80
73.969,91
73.97,87
73.971,86
73.972,77
73.973,88
73.974,103
73.975,77
73.976,74
73.977,93
73.978,97
73.979,81
73.98,83
73.981,77
73.982,85
73.983,85
73.984,98
73.985,75
73.986,79
73.987,71
73.988,73
73.989,87
73.99,95
73.991,96
73.992,92
73.993,81
73.994,88
73.995,95
73.996,64
73.997,82
73.998,80
73.999,78
74,85
74.001,79
74.002,87
74.003,79
74.004,71
74.005,90
74.006,99
74.007,85
74.008,98
74.009,102
74.01,99
74.011,77
74.012,91
74.013,92
74.014,86
74.015,90
74.016,75
74.017,84
74.018,86
74.019,78
74.02,83
74.021,78
74.022,86
74.023,74
74.024,84
74.025,76
74.026,80
74.027,97
74.028,95
74.029,98
74.03,81
74.031,72
74.032,95
74.033,94
74.034,97
74.035,93
74.036,64
74.037,81
74.038,83
74.039,81
74.04,93
74.041,90
74.042,81
74.043,75
74.044,92
74.045,77
74.046,88
74.047,96
74.048,97
74.049,84
74.05,90
74.051,80
74.052,83
74.053,88
74.054,100
74.055,88
74.056,84
74.057,99
74.058,104
74.059,95
74.06,91
74.061,85
74.062,81
74.063,81
74.064,65
74.065,86
74.066,102
74.067,87
74.068,99
74.069,91
74.07,90
74.071,83
74.072,74
74.073,73
74.074,87
74.075,83
74.076,106
74.077,78
74.078,68
74.079,76
74.08,100
74.081,80
74.082,72
74.083,74
74.084,93
74.085,95
74.086,99
74.087,106
74.088,96
74.089,90
74.09,86
74.091,87
74.092,82
74.093,86
74.094,86
74.095,96
74.096,77
74.097,73
74.098,101
74.099,89
74.1,84
74.101,106
74.102,98
74.103,92
74.104,84
74.105,94
74.106,84
74.107,82
74.108,92
74.109,83
74.11,97
74.111,64
74.112,90
74.113,90
74.114,78
74.115,98
74.116,97
74.117,100
74.118,95
74.119,87
74.12,86
74.121,93
74.122,80
74.123,84
74.124,75
74.125,82
74.126,71
74.127,85
74.128,89
74.129,88
74.13,95
74.131,79
74.132,72
74.133,93
74.134,72
74.135,81
74.136,77
74.137,71
74.138,80
74.139,84
74.14,90
74.141,105
74.142,78
74.143,93
74.144,108
74.145,76
74.146,79
74.147,98
74.148,80
74.149,84
74.15,101
74.151,104
74.152,84
74.153,86
74.154,77
74.155,90
74.156,88
74.157,70
74.158,97
74.159,66
74.16,92
74.161,85
74.162,90
74.163,78
74.164,89
74.165,88
74.166,90
74.167,76
74.168,91
74.169,75
74.17,77
74.171,82
74.172,77
74.173,82
74.174,86
74.175,87
74.176,98
74.177,92
74.178,73
74.179,88
74.18,80
74.181,76
74.182,99
74.183,73
74.184,88
74.185,75
74.186,74
74.187,86
74.188,92
74.189,65
74.19,88
74.191,95
74.192,78
74.193,81
74.194,80
74.195,94
74.196,82
74.197,90
74.198,89
74.199,85
74.2,86
74.201,92
74.202,82
74.203,91
74.204,93
74.205,92
74.206,103
74.207,90
74.208,89
74.209,94
74.21,86
74.211,101
74.212,88
74.213,84
74.214,73
74.215,68
74.216,75
74.217,93
74.218,78
74.219,88
74.22,72
74.221,94
74.222,99
74.223,78
74.224,86
74.225,84
74.226,90
74.227,92
74.228,81
74.229,74
74.23,76
74.231,84
74.232,82
74.233,72
74.234,91
74.235,94
74.236,84
74.237,88
74.238,88
74.239,72
74.24,79
74.241,93
74.242,75
74.243,84
74.244,78
74.245,80
74.246,84
74.247,79
74.248,91
74.249,78
74.25,82
74.251,94
74.252,90
74.253,97
74.254,84
74.255,81
74.256,103
74.257,98
74.258,93
74.259,84
74.26,92
74.261,90
74.262,108
74.263,87
74.264,95
74.265,68
74.266,80
74.267,83
74.268,97
74.269,94
74.27,71
74.271,80
74.272,79
74.273,74
74.274,81
74.275,73
74.276,104
74.277,85
74.278,87
74.279,71
74.28,66
74.281,90
74.282,81
74.283,73
74.284,72
74.285,81
74.286,85
74.287,71
74.288,81
74.289,81
74.29,77
74.291,76
74.292,69
74.293,77
74.294,95
74.295,102
74.296,77
74.297,93
74.298,100
74.299,85
74.3,81
74.301,96
74.302,84
74.303,87
74.304,77
74.305,97
74.306,80
74.307,83
74.308,91
74.309,71
74.31,90
74.311,85
74.312,98
74.313,88
74.314,84
74.315,70
74.316,87
74.317,90
74.318,95
74.319,79
74.32,96
74.321,90
74.322,60
74.323,87
74.324,90
74.325,79
74.326,90
74.327,86
74.328,86
74.329,81
74.33,100
74.331,93
74.332,92
74.333,88
74.334,92
74.335,77
74.336,82
74.337,93
74.338,80
74.339,101
74.34,77
74.341,95
74.342,78
74.343,89
74.344,97
74.345,90
74.346,107
74.347,86
74.348,85
74.349,87
74.35,108
74.351,123
74.352,96
74.353,78
74.354,83
74.355,84
74.356,82
74.357,79
74.358,93
74.359,69
74.36,83
74.361,81
74.362,89
74.363,87
74.364,93
74.365,89
74.366,87
74.367,83
74.368,83
74.369,78
74.37,70
74.371,96
74.372,88
74.373,86
74.374,96
74.375,94
74.376,78
74.377,91
74.378,88
74.379,80
74.38,99
74.381,80
74.382,86
74.383,91
74.384,102
74.385,78
74.386,83
74.387,99
74.388,72
74.389,83
74.39,96
74.391,73
74.392,91
74.393,87
74.394,95
74.395,71
74.396,80
74.397,95
74.398,97
74.399,106
74.4,88
74.401,97
74.402,77
74.403,83
74.404,102
74.405,93
74.406,99
74.407,77
74.408,94
74.409,80
74.41,84
74.411,71
74.412,85
74.413,81
74.414,95
74.415,87
74.416,80
74.417,80
74.418,106
74.419,79
74.42,95
74.421,92
74.422,75
74.423,80
74.424,90
74.425,83
74.426,72
74.427,82
74.428,65
74.429,93
74.43,91
74.431,84
74.432,105
74.433,70
74.434,93
74.435,93
74.436,84
74.437,97
74.438,94
74.439,75
74.44,96
74.441,87
74.442,80
74.443,72
74.444,74
74.445,85
74.446,81
74.447,93
74.448,100
74.449,85
74.45,85
74.451,87
74.452,90
74.453,79
74.454,92
74.455,86
74.456,80
74.457,75
74.458,89
74.459,71
74.46,71
74.461,89
74.462,77
74.463,94
74.464,87
74.465,90
74.466,80
74.467,89
74.468,89
74.469,74
74.47,78
74.471,83
74.472,87
74.473,99
74.474,78
74.475,95
74.476,85
74.477,69
74.478,77
74.479,84
74.48,80
74.481,84
74.482,78
74.483,107
74.484,73
74.485,85
74.486,90
74.487,100
74.488,98
74.489,71
74.49,98
74.491,83
74.492,71
74.493,106
74.494,91
74.495,89
74.496,96
74.497,82
74.498,90
74.499,97
74.5,96
